zipcode,population,country
48866,4728,USA
48867,27596,USA
48870,132,USA
48871,1994,USA
48872,7390,USA
48873,1535,USA
48874,158,USA
48875,10582,USA
48876,4419,USA
48877,2300,USA
48878,1586,USA
48879,17980,USA
48880,10495,USA
48881,5438,USA
48883,6842,USA
48884,4305,USA
48885,960,USA
48886,2062,USA
48888,6258,USA
48889,1450,USA
48890,2073,USA
48891,2828,USA
48892,4763,USA
48893,5400,USA
48894,2364,USA
48895,11472,USA
48896,152,USA
48897,1470,USA
48906,25674,USA
48910,33702,USA
48911,40566,USA
48912,17155,USA
48915,9176,USA
48917,32679,USA
48933,2467,USA
49001,21730,USA
49002,19553,USA
49004,16358,USA
49006,25119,USA
49007,10353,USA
49008,18343,USA
49009,47188,USA
49010,18183,USA
49011,2147,USA
49012,3477,USA
49013,5175,USA
49014,21505,USA
49015,28008,USA
49017,21377,USA
49021,6136,USA
49022,30143,USA
49024,30332,USA
49026,2170,USA
49027,171,USA
49028,6129,USA
49029,1724,USA
49030,2711,USA
49031,7728,USA
49032,3033,USA
49033,1763,USA
49034,2313,USA
49036,24632,USA
49037,21427,USA
49038,8979,USA
49040,3404,USA
49042,4641,USA
49043,2056,USA
49045,5256,USA
49046,7080,USA
49047,14541,USA
49048,25067,USA
49050,1552,USA
49051,2340,USA
49052,1056,USA
49053,7371,USA
49055,6211,USA
49056,3913,USA
49057,6226,USA
49058,19422,USA
49060,1847,USA
49061,1704,USA
49063,52,USA
49064,3854,USA
49065,6974,USA
49066,710,USA
49067,4440,USA
49068,14325,USA
49070,2510,USA
49071,10748,USA
49072,3124,USA
49073,4874,USA
49074,185,USA
49075,68,USA
49076,4445,USA
49078,9483,USA
49079,13766,USA
49080,15994,USA
49082,6471,USA
49083,8022,USA
49084,87,USA
49085,24047,USA
49087,6403,USA
49088,3704,USA
49089,1672,USA
49090,13286,USA
49091,19901,USA
49092,2024,USA
49093,18215,USA
49094,4091,USA
49095,2036,USA
49096,3161,USA
49097,11353,USA
49098,5739,USA
49099,5623,USA
49101,3132,USA
49102,1282,USA
49103,11508,USA
49104,380,USA
49106,4822,USA
49107,10066,USA
49111,3506,USA
49112,10506,USA
49113,1864,USA
49115,217,USA
49116,278,USA
49117,3710,USA
49119,257,USA
49120,37076,USA
49125,1743,USA
49126,1202,USA
49127,10811,USA
49128,3448,USA
49129,736,USA
49130,1627,USA
49201,47747,USA
49202,19359,USA
49203,37269,USA
49220,2390,USA
49221,41315,USA
49224,13199,USA
49227,1241,USA
49228,5432,USA
49229,3261,USA
49230,10364,USA
49232,2857,USA
49233,2776,USA
49234,2580,USA
49235,1899,USA
49236,4831,USA
49237,3027,USA
49238,1674,USA
49240,9213,USA
49241,2359,USA
49242,14812,USA
49245,4672,USA
49246,3247,USA
49247,5720,USA
49248,858,USA
49249,3269,USA
49250,5994,USA
49251,6136,USA
49252,2666,USA
49253,3095,USA
49254,3163,USA
49255,2098,USA
49256,3909,USA
49258,38,USA
49259,2594,USA
49261,356,USA
49262,1211,USA
49263,72,USA
49264,1909,USA
49265,5055,USA
49266,2954,USA
49267,3920,USA
49268,1047,USA
49269,5874,USA
49270,5822,USA
49271,2230,USA
49272,2413,USA
49274,3699,USA
49276,971,USA
49277,3170,USA
49279,832,USA
49282,210,USA
49283,4401,USA
49284,2985,USA
49285,5866,USA
49286,14991,USA
49287,1949,USA
49288,1305,USA
49289,104,USA
49301,20665,USA
49302,8845,USA
49303,1085,USA
49304,4979,USA
49305,2267,USA
49306,10419,USA
49307,16914,USA
49309,1839,USA
49310,3072,USA
49312,295,USA
49315,26148,USA
49316,24742,USA
49318,1530,USA
49319,17391,USA
49320,270,USA
49321,16764,USA
49322,1164,USA
49323,10235,USA
49325,2090,USA
49326,3830,USA
49327,8322,USA
49328,4006,USA
49329,8707,USA
49330,5664,USA
49331,18023,USA
49332,2757,USA
49333,13427,USA
49335,188,USA
49336,4382,USA
49337,12854,USA
49338,1810,USA
49339,2376,USA
49340,2846,USA
49341,38250,USA
49342,1527,USA
49343,5669,USA
49344,3847,USA
49345,13734,USA
49346,5877,USA
49347,1317,USA
49348,14989,USA
49349,8361,USA
49401,29598,USA
49402,1425,USA
49403,2491,USA
49404,8913,USA
49405,1587,USA
49406,1031,USA
49408,9830,USA
49409,180,USA
49410,1956,USA
49411,1592,USA
49412,11703,USA
49415,6618,USA
49417,32406,USA
49418,30520,USA
49419,8720,USA
49420,6295,USA
49421,5756,USA
49423,46870,USA
49424,47963,USA
49425,3655,USA
49426,40467,USA
49428,27162,USA
49430,177,USA
49431,17044,USA
49434,72,USA
49435,3568,USA
49436,1604,USA
49437,6928,USA
49440,1320,USA
49441,36886,USA
49442,45342,USA
49443,88,USA
49444,26281,USA
49445,21245,USA
49446,2311,USA
49448,4027,USA
49449,2776,USA
49450,3159,USA
49451,6091,USA
49452,2081,USA
49453,2950,USA
49454,4642,USA
49455,5197,USA
49456,19727,USA
49457,10833,USA
49458,155,USA
49459,1451,USA
49460,9025,USA
49461,9295,USA
49464,29654,USA
49503,39344,USA
49504,41249,USA
49505,31444,USA
49506,33050,USA
49507,38137,USA
49508,41851,USA
49509,28340,USA
49512,18558,USA
49519,28025,USA
49525,30275,USA
49534,23996,USA
49544,9514,USA
49546,35536,USA
49548,34741,USA
49601,21564,USA
49611,208,USA
49612,1163,USA
49613,706,USA
49614,2985,USA
49615,4161,USA
49616,2068,USA
49617,3285,USA
49618,776,USA
49619,1043,USA
49620,2827,USA
49621,3157,USA
49622,2473,USA
49623,1186,USA
49625,1454,USA
49626,325,USA
49627,176,USA
49628,329,USA
49629,1997,USA
49630,1331,USA
49631,5702,USA
49632,1134,USA
49633,4026,USA
49634,136,USA
49635,3331,USA
49636,575,USA
49637,3466,USA
49638,829,USA
49639,2552,USA
49640,1501,USA
49642,840,USA
49643,7379,USA
49644,1891,USA
49645,1742,USA
49646,8582,USA
49648,2362,USA
49649,6919,USA
49650,3215,USA
49651,7881,USA
49653,2020,USA
49654,689,USA
49655,3180,USA
49656,1535,USA
49657,3607,USA
49659,6670,USA
49660,14134,USA
49663,6199,USA
49664,2139,USA
49665,4169,USA
49667,546,USA
49668,3758,USA
49670,1819,USA
49674,184,USA
49675,964,USA
49676,3527,USA
49677,6787,USA
49679,1458,USA
49680,1949,USA
49682,4272,USA
49683,2114,USA
49684,22025,USA
49685,20856,USA
49686,25859,USA
49688,2685,USA
49689,1540,USA
49690,6494,USA
49696,9528,USA
49701,1050,USA
49705,823,USA
49706,5062,USA
49707,22243,USA
49709,3407,USA
49710,368,USA
49712,8113,USA
49713,2135,USA
49715,3117,USA
49716,775,USA
49717,170,USA
49718,691,USA
49719,1305,USA
49720,9127,USA
49721,14058,USA
49722,93,USA
49724,1173,USA
49725,640,USA
49726,973,USA
49727,6887,USA
49728,293,USA
49729,1527,USA
49730,2248,USA
49733,1722,USA
49735,20568,USA
49736,557,USA
49738,9498,USA
49740,7511,USA
49743,725,USA
49744,854,USA
49745,1016,USA
49746,3320,USA
49747,1701,USA
49748,198,USA
49749,4087,USA
49751,2014,USA
49752,484,USA
49753,1973,USA
49755,1847,USA
49756,3822,USA
49757,583,USA
49759,1505,USA
49760,673,USA
49762,602,USA
49764,72,USA
49765,3898,USA
49766,2461,USA
49768,403,USA
49769,1642,USA
49770,17643,USA
49774,3011,USA
49775,100,USA
49776,1779,USA
49777,1672,USA
49779,4611,USA
49780,1795,USA
49781,3901,USA
49782,525,USA
49783,18690,USA
49784,2320,USA
49788,2904,USA
49791,243,USA
49793,304,USA
49795,2087,USA
49796,300,USA
49799,2514,USA
49801,11479,USA
49802,6197,USA
49805,325,USA
49806,480,USA
49807,3307,USA
49808,349,USA
49812,888,USA
49814,1296,USA
49815,428,USA
49816,775,USA
49817,567,USA
49818,966,USA
49820,304,USA
49821,1210,USA
49822,227,USA
49825,347,USA
49826,88,USA
49827,963,USA
49829,17009,USA
49831,713,USA
49833,213,USA
49834,449,USA
49835,784,USA
49836,921,USA
49837,10086,USA
49838,478,USA
49839,373,USA
49840,747,USA
49841,7193,USA
49847,986,USA
49848,146,USA
49849,11819,USA
49852,130,USA
49853,1282,USA
49854,6211,USA
49855,32929,USA
49858,11939,USA
49861,565,USA
49862,4602,USA
49863,125,USA
49864,32,USA
49866,8259,USA
49868,4108,USA
49870,3343,USA
49871,476,USA
49872,230,USA
49873,158,USA
49874,1043,USA
49876,1153,USA
49877,57,USA
49878,3566,USA
49879,997,USA
49880,971,USA
49881,356,USA
49883,143,USA
49884,515,USA
49885,1937,USA
49886,423,USA
49887,2353,USA
49891,515,USA
49892,1935,USA
49893,1640,USA
49894,686,USA
49895,784,USA
49896,1855,USA
49901,300,USA
49902,126,USA
49903,219,USA
49905,2234,USA
49908,3046,USA
49910,297,USA
49911,2626,USA
49912,844,USA
49913,7218,USA
49915,789,USA
49916,2855,USA
49917,212,USA
49918,141,USA
49919,147,USA
49920,4046,USA
49921,343,USA
49922,907,USA
49925,485,USA
49927,437,USA
49929,182,USA
49930,7135,USA
49931,10307,USA
49934,862,USA
49935,5952,USA
49938,7340,USA
49942,93,USA
49945,2650,USA
49946,3784,USA
49947,609,USA
49948,494,USA
49950,1056,USA
49952,138,USA
49953,2541,USA
49955,383,USA
49958,1118,USA
49959,434,USA
49960,191,USA
49961,104,USA
49962,264,USA
49963,864,USA
49965,465,USA
49967,434,USA
49968,2069,USA
49969,1445,USA
49970,231,USA
49971,339,USA
50001,695,USA
50002,1274,USA
50003,9428,USA
50005,679,USA
50006,1502,USA
50007,497,USA
50008,809,USA
50009,21230,USA
50010,32552,USA
50012,2249,USA
50013,4260,USA
50014,31587,USA
50020,1375,USA
50021,28807,USA
50022,8052,USA
50023,43603,USA
50025,3027,USA
50026,526,USA
50027,266,USA
50028,1608,USA
50029,614,USA
50031,46,USA
50032,395,USA
50033,52,USA
50034,390,USA
50035,8968,USA
50036,16203,USA
50038,221,USA
50039,352,USA
50040,181,USA
50041,71,USA
50042,298,USA
50044,854,USA
50046,1586,USA
50047,6021,USA
50048,821,USA
50049,6433,USA
50050,640,USA
50051,278,USA
50052,145,USA
50054,3471,USA
50055,1026,USA
50056,1388,USA
50057,208,USA
50058,1897,USA
50060,2581,USA
50061,1973,USA
50062,778,USA
50063,2900,USA
50064,105,USA
50065,553,USA
50066,238,USA
50067,318,USA
50068,352,USA
50069,999,USA
50070,1536,USA
50071,919,USA
50072,2688,USA
50073,1405,USA
50074,342,USA
50075,833,USA
50076,1436,USA
50078,97,USA
50101,68,USA
50102,89,USA
50103,412,USA
50104,133,USA
50105,1326,USA
50106,1044,USA
50107,933,USA
50108,451,USA
50109,3348,USA
50110,58,USA
50111,16025,USA
50112,11849,USA
50115,2571,USA
50116,263,USA
50117,190,USA
50118,931,USA
50119,464,USA
50120,338,USA
50122,1409,USA
50123,775,USA
50124,4697,USA
50125,20906,USA
50126,6576,USA
50127,66,USA
50128,316,USA
50129,5040,USA
50130,1611,USA
50131,24434,USA
50132,349,USA
50133,478,USA
50134,687,USA
50135,1544,USA
50136,418,USA
50137,70,USA
50138,11631,USA
50139,1172,USA
50140,2503,USA
50141,518,USA
50142,905,USA
50143,568,USA
50144,2766,USA
50145,76,USA
50146,505,USA
50147,373,USA
50148,420,USA
50149,1084,USA
50150,816,USA
50151,679,USA
50152,142,USA
50153,734,USA
50154,527,USA
50155,213,USA
50156,4662,USA
50157,699,USA
50158,31466,USA
50160,421,USA
50161,2017,USA
50162,1236,USA
50163,758,USA
50164,609,USA
50165,36,USA
50166,1511,USA
50167,745,USA
50168,909,USA
50169,3372,USA
50170,2854,USA
50171,2703,USA
50173,678,USA
50174,1440,USA
50201,8427,USA
50206,497,USA
50207,2495,USA
50208,20918,USA
50210,1752,USA
50211,15158,USA
50212,3152,USA
50213,7298,USA
50214,818,USA
50216,2722,USA
50217,547,USA
50218,176,USA
50219,14390,USA
50220,9045,USA
50222,490,USA
50223,331,USA
50225,3026,USA
50226,6879,USA
50227,75,USA
50228,2509,USA
50229,1029,USA
50230,1099,USA
50231,157,USA
50232,527,USA
50233,1291,USA
50234,556,USA
50235,408,USA
50236,1634,USA
50237,3153,USA
50238,1071,USA
50239,191,USA
50240,2399,USA
50241,108,USA
50242,411,USA
50243,297,USA
50244,1825,USA
50246,638,USA
50247,2365,USA
50248,4439,USA
50249,1235,USA
50250,2415,USA
50251,1339,USA
50252,324,USA
50254,254,USA
50255,45,USA
50256,488,USA
50257,1039,USA
50258,768,USA
50261,3019,USA
50262,360,USA
50263,24817,USA
50264,510,USA
50265,32187,USA
50266,36486,USA
50268,917,USA
50269,100,USA
50271,549,USA
50272,118,USA
50273,8570,USA
50274,367,USA
50275,476,USA
50276,2454,USA
50277,505,USA
50278,780,USA
50309,9532,USA
50310,30754,USA
50311,14782,USA
50312,15485,USA
50313,17723,USA
50314,11764,USA
50315,36693,USA
50316,16785,USA
50317,37221,USA
50319,0,USA
50320,23369,USA
50321,7783,USA
50322,31652,USA
50323,16616,USA
50324,5252,USA
50325,18619,USA
50327,11807,USA
50401,28981,USA
50420,392,USA
50421,3043,USA
50423,2806,USA
50424,1424,USA
50426,87,USA
50427,36,USA
50428,9290,USA
50430,425,USA
50431,208,USA
50432,259,USA
50433,238,USA
50434,435,USA
50435,732,USA
50436,5816,USA
50438,4033,USA
50439,263,USA
50440,373,USA
50441,5529,USA
50444,353,USA
50446,526,USA
50447,1047,USA
50448,713,USA
50449,666,USA
50450,2827,USA
50451,492,USA
50452,741,USA
50453,543,USA
50454,134,USA
50455,366,USA
50456,1695,USA
50457,361,USA
50458,2034,USA
50459,3087,USA
50460,348,USA
50461,5605,USA
50464,651,USA
50465,201,USA
50466,1845,USA
50467,107,USA
50468,1497,USA
50469,1629,USA
50470,205,USA
50471,621,USA
50472,2402,USA
50473,273,USA
50475,1621,USA
50476,745,USA
50477,257,USA
50478,761,USA
50479,667,USA
50480,879,USA
50482,768,USA
50483,719,USA
50484,384,USA
50501,28492,USA
50510,1069,USA
50511,7061,USA
50514,1337,USA
50515,253,USA
50516,690,USA
50517,956,USA
50518,342,USA
50519,614,USA
50520,156,USA
50521,103,USA
50522,715,USA
50523,622,USA
50524,524,USA
50525,3494,USA
50527,180,USA
50528,348,USA
50529,759,USA
50530,1164,USA
50531,224,USA
50532,952,USA
50533,4041,USA
50535,866,USA
50536,4351,USA
50538,565,USA
50539,501,USA
50540,1053,USA
50541,839,USA
50542,899,USA
50543,1359,USA
50544,478,USA
50545,221,USA
50546,284,USA
50548,5921,USA
50551,115,USA
50552,53,USA
50554,1649,USA
50556,248,USA
50557,675,USA
50558,624,USA
50559,283,USA
50560,531,USA
50561,523,USA
50562,474,USA
50563,2471,USA
50565,410,USA
50566,431,USA
50567,213,USA
50568,1331,USA
50569,727,USA
50570,236,USA
50571,310,USA
50573,42,USA
50574,2264,USA
50575,810,USA
50576,402,USA
50577,394,USA
50578,523,USA
50579,2895,USA
50581,833,USA
50582,190,USA
50583,2642,USA
50585,1118,USA
50586,273,USA
50588,13331,USA
50590,860,USA
50591,311,USA
50592,69,USA
50593,67,USA
50594,259,USA
50595,8887,USA
50597,1275,USA
50598,940,USA
50599,346,USA
50601,2451,USA
50602,1538,USA
50603,553,USA
50604,1701,USA
50605,133,USA
50606,777,USA
50607,477,USA
50608,38,USA
50609,384,USA
50611,340,USA
50612,340,USA
50613,43667,USA
50616,10009,USA
50619,2152,USA
50620,54,USA
50621,1450,USA
50622,3452,USA
50623,146,USA
50624,1835,USA
50625,964,USA
50626,1652,USA
50627,3367,USA
50628,1296,USA
50629,2288,USA
50630,1680,USA
50631,178,USA
50632,1032,USA
50633,326,USA
50634,795,USA
50635,1375,USA
50636,1783,USA
50638,3411,USA
50641,1906,USA
50642,544,USA
50643,2819,USA
50644,8795,USA
50645,1124,USA
50647,1989,USA
50648,3992,USA
50649,45,USA
50650,681,USA
50651,3579,USA
50652,121,USA
50653,605,USA
50654,468,USA
50655,743,USA
50657,94,USA
50658,2394,USA
50659,5402,USA
50660,1294,USA
50662,6693,USA
50664,97,USA
50665,2893,USA
50666,893,USA
50667,759,USA
50668,1234,USA
50669,2335,USA
50670,1959,USA
50671,206,USA
50672,532,USA
50673,185,USA
50674,3480,USA
50675,2372,USA
50676,1815,USA
50677,12789,USA
50680,1128,USA
50681,432,USA
50682,1558,USA
50701,29806,USA
50702,20447,USA
50703,18913,USA
50707,7708,USA
50801,9245,USA
50830,1667,USA
50831,38,USA
50833,2338,USA
50835,82,USA
50836,322,USA
50837,304,USA
50839,36,USA
50840,437,USA
50841,2652,USA
50842,105,USA
50843,537,USA
50845,787,USA
50846,1084,USA
50847,83,USA
50848,342,USA
50849,2784,USA
50851,1958,USA
50853,688,USA
50854,2223,USA
50857,180,USA
50858,738,USA
50859,491,USA
50860,267,USA
50861,238,USA
50862,132,USA
50863,207,USA
50864,1872,USA
51001,2615,USA
51002,2909,USA
51003,1719,USA
51004,956,USA
51005,1474,USA
51006,1038,USA
51007,678,USA
51008,129,USA
51009,146,USA
51010,421,USA
51011,75,USA
51012,6592,USA
51014,546,USA
51015,97,USA
51016,1361,USA
51018,385,USA
51019,715,USA
51020,637,USA
51022,751,USA
51023,3392,USA
51024,1981,USA
51025,2009,USA
51026,741,USA
51027,1302,USA
51028,2058,USA
51029,252,USA
51030,1780,USA
51031,12960,USA
51033,428,USA
51034,1698,USA
51035,1535,USA
51036,676,USA
51037,349,USA
51038,1562,USA
51039,2576,USA
51040,3537,USA
51041,7195,USA
51044,209,USA
51045,79,USA
51046,1497,USA
51047,588,USA
51048,571,USA
51049,425,USA
51050,2625,USA
51051,59,USA
51052,956,USA
51053,1069,USA
51054,5737,USA
51055,1381,USA
51056,404,USA
51058,972,USA
51060,546,USA
51061,419,USA
51062,469,USA
51063,1032,USA
51101,1146,USA
51103,16827,USA
51104,23080,USA
51105,10565,USA
51106,28655,USA
51108,5967,USA
51109,3109,USA
51111,97,USA
51201,6408,USA
51230,451,USA
51231,232,USA
51232,781,USA
51234,1167,USA
51235,1122,USA
51237,1654,USA
51238,1251,USA
51239,3343,USA
51240,1816,USA
51241,1916,USA
51242,344,USA
51243,742,USA
51244,74,USA
51245,1306,USA
51246,3834,USA
51247,5432,USA
51248,1828,USA
51249,3558,USA
51250,9427,USA
51301,12606,USA
51331,1102,USA
51333,440,USA
51334,7105,USA
51338,950,USA
51340,90,USA
51341,34,USA
51342,1227,USA
51343,263,USA
51345,414,USA
51346,2343,USA
51347,1489,USA
51350,384,USA
51351,4844,USA
51354,974,USA
51355,847,USA
51357,611,USA
51358,1274,USA
51360,8553,USA
51363,132,USA
51364,616,USA
51365,327,USA
51366,377,USA
51401,12248,USA
51430,788,USA
51431,404,USA
51432,35,USA
51433,643,USA
51436,929,USA
51439,881,USA
51440,357,USA
51441,344,USA
51442,9763,USA
51443,1751,USA
51444,284,USA
51445,2717,USA
51446,520,USA
51447,198,USA
51448,545,USA
51449,2098,USA
51450,1475,USA
51451,112,USA
51452,166,USA
51453,631,USA
51454,1291,USA
51455,2185,USA
51458,1451,USA
51459,75,USA
51460,110,USA
51461,1095,USA
51462,1033,USA
51463,515,USA
51465,696,USA
51466,1071,USA
51467,567,USA
51501,34906,USA
51503,37330,USA
51510,3791,USA
51520,185,USA
51521,2202,USA
51523,358,USA
51525,1151,USA
51526,1629,USA
51527,475,USA
51528,829,USA
51529,1665,USA
51530,728,USA
51531,806,USA
51532,604,USA
51533,816,USA
51534,9342,USA
51535,1764,USA
51536,458,USA
51537,6509,USA
51540,469,USA
51541,360,USA
51542,1018,USA
51543,381,USA
51544,648,USA
51545,345,USA
51546,2815,USA
51548,486,USA
51549,498,USA
51550,190,USA
51551,1783,USA
51552,265,USA
51553,992,USA
51554,172,USA
51555,5099,USA
51556,428,USA
51557,779,USA
51558,518,USA
51559,1911,USA
51560,1998,USA
51561,907,USA
51562,463,USA
51563,681,USA
51564,501,USA
51565,464,USA
51566,6772,USA
51570,1146,USA
51571,635,USA
51572,360,USA
51573,1075,USA
51575,1738,USA
51576,2058,USA
51577,1101,USA
51578,116,USA
51579,2437,USA
51601,5681,USA
51630,180,USA
51631,297,USA
51632,7024,USA
51636,356,USA
51637,173,USA
51638,1189,USA
51639,873,USA
51640,1290,USA
51645,219,USA
51646,730,USA
51647,173,USA
51648,166,USA
51649,355,USA
51650,322,USA
51651,147,USA
51652,1629,USA
51653,1357,USA
51654,421,USA
51656,60,USA
52001,43572,USA
52002,17177,USA
52003,14060,USA
52030,380,USA
52031,5143,USA
52032,1424,USA
52033,3478,USA
52035,915,USA
52036,137,USA
52037,1216,USA
52038,478,USA
52039,1195,USA
52040,5911,USA
52041,1490,USA
52042,1828,USA
52043,2047,USA
52044,158,USA
52045,2739,USA
52046,2391,USA
52047,570,USA
52048,327,USA
52049,1339,USA
52050,490,USA
52052,2955,USA
52053,1120,USA
52054,920,USA
52056,245,USA
52057,8064,USA
52060,8494,USA
52064,752,USA
52065,802,USA
52066,86,USA
52068,4835,USA
52069,1512,USA
52070,1006,USA
52071,120,USA
52072,384,USA
52073,1590,USA
52074,328,USA
52075,143,USA
52076,2123,USA
52077,362,USA
52078,847,USA
52079,753,USA
52101,13186,USA
52132,1832,USA
52133,473,USA
52134,252,USA
52135,793,USA
52136,6009,USA
52140,553,USA
52141,1386,USA
52142,1797,USA
52144,1186,USA
52146,867,USA
52147,947,USA
52151,2057,USA
52154,981,USA
52155,1244,USA
52156,739,USA
52157,1645,USA
52158,273,USA
52159,2232,USA
52160,808,USA
52161,1409,USA
52162,3481,USA
52163,273,USA
52164,193,USA
52165,876,USA
52166,127,USA
52168,379,USA
52169,417,USA
52170,499,USA
52171,926,USA
52172,6097,USA
52175,3412,USA
52201,1177,USA
52202,1112,USA
52203,1911,USA
52205,8782,USA
52206,2635,USA
52207,343,USA
52208,2951,USA
52209,1106,USA
52210,746,USA
52211,2592,USA
52212,274,USA
52213,4408,USA
52214,3001,USA
52215,692,USA
52216,1461,USA
52217,505,USA
52218,1726,USA
52219,160,USA
52220,252,USA
52221,224,USA
52222,635,USA
52223,1389,USA
52224,1890,USA
52225,427,USA
52227,3089,USA
52228,3402,USA
52229,730,USA
52231,316,USA
52232,181,USA
52233,7091,USA
52235,858,USA
52236,570,USA
52237,1593,USA
52240,34224,USA
52241,22319,USA
52242,5657,USA
52245,21874,USA
52246,22829,USA
52247,5976,USA
52248,1674,USA
52249,912,USA
52251,501,USA
52252,50,USA
52253,3356,USA
52254,878,USA
52255,1189,USA
52257,259,USA
52301,3745,USA
52302,43130,USA
52305,663,USA
52306,1653,USA
52307,145,USA
52308,135,USA
52309,419,USA
52310,6417,USA
52312,96,USA
52313,391,USA
52314,5937,USA
52315,1171,USA
52316,1622,USA
52317,22096,USA
52318,908,USA
52320,1087,USA
52321,451,USA
52322,2260,USA
52323,738,USA
52324,2476,USA
52325,815,USA
52326,565,USA
52327,3333,USA
52328,2889,USA
52329,722,USA
52330,848,USA
52332,1995,USA
52333,7312,USA
52334,355,USA
52335,605,USA
52336,2310,USA
52337,828,USA
52338,3457,USA
52339,4717,USA
52340,4810,USA
52341,1045,USA
52342,3192,USA
52344,22,USA
52345,1572,USA
52346,1094,USA
52347,1392,USA
52348,48,USA
52349,7405,USA
52351,1380,USA
52352,1815,USA
52353,9416,USA
52354,355,USA
52355,267,USA
52356,2833,USA
52358,3839,USA
52359,270,USA
52361,5018,USA
52362,920,USA
52401,2320,USA
52402,42072,USA
52403,23012,USA
52404,43385,USA
52405,26382,USA
52411,7954,USA
52501,30313,USA
52530,1028,USA
52531,5817,USA
52533,1157,USA
52534,366,USA
52535,798,USA
52536,990,USA
52537,7248,USA
52540,1408,USA
52542,462,USA
52543,287,USA
52544,7481,USA
52548,76,USA
52549,646,USA
52550,486,USA
52551,638,USA
52552,894,USA
52553,1639,USA
52554,1222,USA
52555,311,USA
52556,11736,USA
52557,537,USA
52560,408,USA
52561,901,USA
52562,41,USA
52563,1423,USA
52565,1940,USA
52566,164,USA
52567,562,USA
52568,97,USA
52569,609,USA
52570,961,USA
52571,1499,USA
52572,1206,USA
52573,158,USA
52574,699,USA
52576,556,USA
52577,14974,USA
52580,441,USA
52581,277,USA
52583,312,USA
52584,505,USA
52585,940,USA
52586,496,USA
52588,141,USA
52590,1503,USA
52591,2993,USA
52593,110,USA
52594,371,USA
52595,428,USA
52601,27899,USA
52619,553,USA
52620,878,USA
52621,681,USA
52623,1989,USA
52624,354,USA
52625,2498,USA
52626,1222,USA
52627,12350,USA
52630,375,USA
52631,75,USA
52632,12006,USA
52635,634,USA
52637,2651,USA
52638,546,USA
52639,1847,USA
52640,1331,USA
52641,12920,USA
52644,373,USA
52645,3211,USA
52646,415,USA
52647,192,USA
52649,883,USA
52650,813,USA
52651,613,USA
52652,55,USA
52653,3427,USA
52654,1630,USA
52655,4438,USA
52656,2351,USA
52657,109,USA
52658,957,USA
52659,1499,USA
52660,214,USA
52701,113,USA
52720,842,USA
52721,727,USA
52722,40629,USA
52726,4585,USA
52727,372,USA
52728,1037,USA
52729,775,USA
52730,5009,USA
52731,835,USA
52732,25808,USA
52737,392,USA
52738,3404,USA
52739,679,USA
52742,7651,USA
52745,561,USA
52746,933,USA
52747,2178,USA
52748,9942,USA
52749,958,USA
52750,593,USA
52751,1066,USA
52752,405,USA
52753,6176,USA
52754,1318,USA
52755,1996,USA
52756,2178,USA
52757,247,USA
52758,231,USA
52759,132,USA
52760,579,USA
52761,30530,USA
52765,436,USA
52766,735,USA
52767,397,USA
52768,1394,USA
52769,679,USA
52771,46,USA
52772,5129,USA
52773,2301,USA
52774,118,USA
52776,5128,USA
52777,1322,USA
52778,4088,USA
52801,1446,USA
52802,9967,USA
52803,22896,USA
52804,25836,USA
52806,28191,USA
52807,15851,USA
53001,1857,USA
53002,2436,USA
53003,181,USA
53004,3469,USA
53005,21433,USA
53006,1767,USA
53007,1787,USA
53010,7497,USA
53011,2259,USA
53012,19027,USA
53013,3338,USA
53014,8073,USA
53015,2625,USA
53016,405,USA
53017,5496,USA
53018,7396,USA
53019,1942,USA
53020,3474,USA
53021,4715,USA
53022,19935,USA
53023,1409,USA
53024,18291,USA
53027,23254,USA
53029,21239,USA
53031,74,USA
53032,4933,USA
53033,5502,USA
53034,1733,USA
53035,2282,USA
53036,3540,USA
53037,10072,USA
53038,4372,USA
53039,4582,USA
53040,8358,USA
53042,6886,USA
53044,2404,USA
53045,23651,USA
53046,1355,USA
53047,164,USA
53048,3542,USA
53049,2536,USA
53050,7071,USA
53051,38562,USA
53057,1552,USA
53058,3340,USA
53059,1774,USA
53061,5055,USA
53063,1501,USA
53065,2128,USA
53066,36595,USA
53069,732,USA
53070,4893,USA
53072,26687,USA
53073,16286,USA
53074,13379,USA
53075,3219,USA
53076,3760,USA
53078,1858,USA
53079,1534,USA
53080,5457,USA
53081,43465,USA
53083,21768,USA
53085,11671,USA
53086,9209,USA
53088,279,USA
53089,19657,USA
53090,21478,USA
53091,2013,USA
53092,21052,USA
53093,1937,USA
53094,18510,USA
53095,27269,USA
53097,7380,USA
53098,11562,USA
53099,38,USA
53103,3833,USA
53104,5950,USA
53105,29654,USA
53108,3317,USA
53110,18204,USA
53114,2491,USA
53115,15884,USA
53118,7085,USA
53119,5751,USA
53120,10024,USA
53121,19222,USA
53122,6578,USA
53125,3405,USA
53126,6889,USA
53127,152,USA
53128,9064,USA
53129,14793,USA
53130,7743,USA
53132,36166,USA
53137,1702,USA
53139,2909,USA
53140,30571,USA
53142,33146,USA
53143,22702,USA
53144,26702,USA
53146,7677,USA
53147,17859,USA
53149,19644,USA
53150,25804,USA
53151,32535,USA
53153,2559,USA
53154,36497,USA
53156,2972,USA
53157,80,USA
53158,17559,USA
53167,383,USA
53168,8687,USA
53170,2362,USA
53172,20795,USA
53176,137,USA
53177,8482,USA
