zipcode,population,country
75060,47955,USA
75061,55828,USA
75062,50466,USA
75063,46598,USA
75065,12770,USA
75067,68734,USA
75068,66248,USA
75069,39084,USA
75070,57712,USA
75071,64449,USA
75072,55538,USA
75074,53003,USA
75075,36600,USA
75076,8057,USA
75077,38073,USA
75078,38980,USA
75080,53633,USA
75081,37766,USA
75082,28063,USA
75087,40460,USA
75088,26899,USA
75089,34608,USA
75090,25002,USA
75092,27186,USA
75093,48081,USA
75094,23864,USA
75098,67212,USA
75101,633,USA
75102,1501,USA
75103,15162,USA
75104,49749,USA
75105,307,USA
75109,4766,USA
75110,30336,USA
75114,6347,USA
75115,56164,USA
75116,20656,USA
75117,4170,USA
75119,28973,USA
75124,5093,USA
75125,7545,USA
75126,64573,USA
75127,1644,USA
75132,135,USA
75134,20194,USA
75135,8065,USA
75137,20023,USA
75140,7538,USA
75141,5173,USA
75142,21952,USA
75143,15349,USA
75144,3462,USA
75146,23837,USA
75147,7781,USA
75148,5796,USA
75149,60317,USA
75150,64654,USA
75152,5820,USA
75153,536,USA
75154,45894,USA
75155,3485,USA
75156,15708,USA
75157,258,USA
75158,5214,USA
75159,22127,USA
75160,26632,USA
75161,7552,USA
75163,2317,USA
75164,335,USA
75165,49805,USA
75166,5457,USA
75167,12455,USA
75169,17017,USA
75172,5519,USA
75173,7733,USA
75180,26860,USA
75181,27027,USA
75182,7806,USA
75189,37777,USA
75201,17740,USA
75202,2529,USA
75203,14710,USA
75204,34012,USA
75205,26299,USA
75206,40386,USA
75207,7116,USA
75208,29446,USA
75209,14740,USA
75210,8736,USA
75211,70695,USA
75212,27329,USA
75214,35664,USA
75215,18806,USA
75216,55759,USA
75217,85330,USA
75218,23136,USA
75219,27885,USA
75220,39627,USA
75223,13898,USA
75224,33766,USA
75225,22635,USA
75226,4535,USA
75227,59103,USA
75228,68219,USA
75229,33168,USA
75230,27810,USA
75231,40754,USA
75232,30061,USA
75233,15104,USA
75234,33216,USA
75235,19153,USA
75236,18385,USA
75237,19057,USA
75238,32801,USA
75240,25839,USA
75241,32944,USA
75243,62273,USA
75244,12576,USA
75246,2458,USA
75247,830,USA
75248,38210,USA
75249,15291,USA
75251,3840,USA
75252,27458,USA
75253,25867,USA
75254,24664,USA
75261,1,USA
75270,0,USA
75287,53181,USA
75390,0,USA
75401,19550,USA
75402,18983,USA
75407,25738,USA
75409,21292,USA
75410,5073,USA
75411,1279,USA
75412,604,USA
75413,179,USA
75414,3507,USA
75415,212,USA
75416,2848,USA
75417,2361,USA
75418,14775,USA
75420,1206,USA
75421,988,USA
75422,2902,USA
75423,3089,USA
75424,4517,USA
75426,4717,USA
75428,11192,USA
75429,9,USA
75431,2101,USA
75432,3361,USA
75433,2815,USA
75434,81,USA
75435,994,USA
75436,2130,USA
75437,1199,USA
75438,963,USA
75439,923,USA
75440,6894,USA
75441,113,USA
75442,11241,USA
75446,3355,USA
75447,1161,USA
75448,679,USA
75449,1116,USA
75450,293,USA
75451,1256,USA
75452,4802,USA
75453,3737,USA
75454,16252,USA
75455,27305,USA
75457,5991,USA
75459,5556,USA
75460,22925,USA
75462,12016,USA
75468,928,USA
75469,394,USA
75470,229,USA
75471,1243,USA
75472,3849,USA
75473,3660,USA
75474,16010,USA
75475,150,USA
75476,1214,USA
75477,854,USA
75478,1006,USA
75479,1861,USA
75480,1582,USA
75481,389,USA
75482,25743,USA
75486,2698,USA
75487,1511,USA
75488,1144,USA
75489,1028,USA
75490,2809,USA
75491,5148,USA
75492,562,USA
75493,497,USA
75494,11827,USA
75495,9061,USA
75496,3438,USA
75497,3679,USA
75501,36423,USA
75503,25547,USA
75550,602,USA
75551,10372,USA
75554,1530,USA
75555,1719,USA
75556,1131,USA
75558,1518,USA
75559,5472,USA
75560,920,USA
75561,4875,USA
75562,116,USA
75563,3794,USA
75564,9,USA
75565,106,USA
75566,676,USA
75567,3770,USA
75568,2939,USA
75569,3338,USA
75570,11315,USA
75571,2607,USA
75572,3387,USA
75573,275,USA
75574,1695,USA
75601,15813,USA
75602,22041,USA
75603,5784,USA
75604,30752,USA
75605,32909,USA
75630,2650,USA
75631,2461,USA
75633,13558,USA
75638,5434,USA
75639,2716,USA
75640,5438,USA
75641,139,USA
75642,194,USA
75643,2046,USA
75644,11720,USA
75645,10724,USA
75647,13485,USA
75650,10139,USA
75651,2075,USA
75652,15956,USA
75654,12045,USA
75656,4558,USA
75657,7923,USA
75658,210,USA
75659,59,USA
75661,2381,USA
75662,25002,USA
75667,1227,USA
75668,1672,USA
75669,589,USA
75670,16935,USA
75671,0,USA
75672,17285,USA
75680,14,USA
75681,2674,USA
75682,563,USA
75683,3773,USA
75684,6744,USA
75686,13293,USA
75687,7,USA
75689,212,USA
75691,4025,USA
75692,5098,USA
75693,6512,USA
75694,0,USA
75701,34502,USA
75702,26777,USA
75703,44428,USA
75704,10075,USA
75705,2141,USA
75706,10313,USA
75707,16620,USA
75708,8294,USA
75709,6037,USA
75711,135,USA
75750,3777,USA
75751,17100,USA
75752,7439,USA
75754,6632,USA
75755,5250,USA
75756,4458,USA
75757,13330,USA
75758,9890,USA
75759,122,USA
75760,2583,USA
75762,13923,USA
75763,5663,USA
75764,178,USA
75765,7728,USA
75766,25382,USA
75770,2893,USA
75771,21870,USA
75773,13559,USA
75778,3467,USA
75779,80,USA
75780,481,USA
75782,85,USA
75783,7763,USA
75784,542,USA
75785,10687,USA
75788,99,USA
75789,8045,USA
75790,4359,USA
75791,14255,USA
75792,3595,USA
75801,16859,USA
75803,22290,USA
75831,4865,USA
75833,3259,USA
75835,11342,USA
75838,525,USA
75839,5282,USA
75840,7029,USA
75844,5144,USA
75845,2784,USA
75846,2327,USA
75847,1547,USA
75848,88,USA
75849,95,USA
75850,596,USA
75851,4869,USA
75852,3621,USA
75853,970,USA
75855,2242,USA
75856,195,USA
75858,100,USA
75859,2212,USA
75860,6623,USA
75861,1410,USA
75862,9364,USA
75865,22,USA
75884,4156,USA
75886,2959,USA
75901,28373,USA
75903,133,USA
75904,34680,USA
75925,3635,USA
75926,1066,USA
75928,1181,USA
75929,1415,USA
75930,1954,USA
75931,2446,USA
75932,1331,USA
75933,1290,USA
75934,71,USA
75935,13060,USA
75936,848,USA
75937,1081,USA
75938,2432,USA
75939,3716,USA
75941,8622,USA
75942,125,USA
75943,1300,USA
75944,1138,USA
75946,3452,USA
75948,5582,USA
75949,8052,USA
75951,14370,USA
75954,3233,USA
75956,7435,USA
75959,821,USA
75960,816,USA
75961,15656,USA
75962,2712,USA
75964,19986,USA
75965,17652,USA
75966,4209,USA
75968,1819,USA
75969,4301,USA
75972,5899,USA
75973,2290,USA
75974,2860,USA
75975,3373,USA
75976,1047,USA
75977,570,USA
75979,10354,USA
75980,2453,USA
76001,34102,USA
76002,35021,USA
76005,4412,USA
76006,25320,USA
76008,21844,USA
76009,23376,USA
76010,55894,USA
76011,23158,USA
76012,27080,USA
76013,36535,USA
76014,35954,USA
76015,17185,USA
76016,31091,USA
76017,45745,USA
76018,27784,USA
76020,33469,USA
76021,35265,USA
76022,14692,USA
76023,6825,USA
76028,74023,USA
76031,18398,USA
76033,27243,USA
76034,25988,USA
76035,2649,USA
76036,31589,USA
76039,39997,USA
76040,31899,USA
76041,395,USA
76043,7060,USA
76044,5715,USA
76048,25764,USA
76049,30784,USA
76050,7315,USA
76051,49969,USA
76052,26675,USA
76053,31935,USA
76054,12120,USA
76055,3076,USA
76058,20940,USA
76059,4928,USA
76060,8653,USA
76061,192,USA
76063,76914,USA
76064,1929,USA
76065,42827,USA
76066,3816,USA
76067,20473,USA
76070,601,USA
76071,4220,USA
76073,6579,USA
76077,555,USA
76078,9979,USA
76082,21514,USA
76084,11979,USA
76085,12249,USA
76086,21429,USA
76087,33346,USA
76088,13794,USA
76092,31924,USA
76093,2271,USA
76102,13236,USA
76103,15394,USA
76104,21571,USA
76105,23445,USA
76106,36521,USA
76107,31591,USA
76108,46170,USA
76109,25373,USA
76110,29858,USA
76111,22512,USA
76112,43132,USA
76114,26676,USA
76115,20956,USA
76116,51639,USA
76117,33398,USA
76118,16537,USA
76119,50850,USA
76120,19240,USA
76123,37981,USA
76126,25444,USA
76127,2214,USA
76129,2579,USA
76131,48515,USA
76132,26249,USA
76133,51811,USA
76134,27362,USA
76135,22009,USA
76137,60555,USA
76140,32623,USA
76148,23587,USA
76155,5647,USA
76164,15602,USA
76177,23001,USA
76179,68333,USA
76180,37087,USA
76182,31117,USA
76201,27610,USA
76203,224,USA
76205,18969,USA
76207,16097,USA
76208,27084,USA
76209,28088,USA
76210,46211,USA
76225,3789,USA
76226,37214,USA
76227,47118,USA
76228,1001,USA
76230,9992,USA
76233,3719,USA
76234,18755,USA
76238,447,USA
76239,1022,USA
76240,28349,USA
76241,5,USA
76244,77154,USA
76245,1954,USA
76247,17178,USA
76248,40894,USA
76249,9411,USA
76250,945,USA
76251,719,USA
76252,2851,USA
76253,191,USA
76255,5448,USA
76258,7409,USA
76259,6321,USA
76261,242,USA
76262,42592,USA
76263,48,USA
76264,1497,USA
76265,1585,USA
76266,16779,USA
76267,147,USA
76268,220,USA
76270,2217,USA
76271,1879,USA
76272,5494,USA
76273,9857,USA
76301,15320,USA
76302,12400,USA
76305,5151,USA
76306,14664,USA
76308,20305,USA
76309,13053,USA
76310,20204,USA
76311,6349,USA
76351,1817,USA
76354,11496,USA
76357,685,USA
76360,2886,USA
76363,231,USA
76364,181,USA
76365,4775,USA
76366,2023,USA
76367,13457,USA
76370,238,USA
76371,1513,USA
76372,869,USA
76373,161,USA
76374,3883,USA
76377,592,USA
76379,519,USA
76380,3522,USA
76384,12374,USA
76388,200,USA
76389,1213,USA
76401,30144,USA
76402,980,USA
76424,8417,USA
76426,11727,USA
76427,643,USA
76429,207,USA
76430,2317,USA
76431,3517,USA
76432,1261,USA
76433,1998,USA
76435,691,USA
76436,272,USA
76437,5770,USA
76439,28,USA
76442,7573,USA
76443,1685,USA
76444,3676,USA
76445,323,USA
76446,8534,USA
76448,5417,USA
76449,2542,USA
76450,13026,USA
76452,111,USA
76453,1177,USA
76454,1492,USA
76455,804,USA
76457,3770,USA
76458,6042,USA
76459,184,USA
76460,394,USA
76462,3820,USA
76463,499,USA
76464,505,USA
76466,156,USA
76469,88,USA
76470,3072,USA
76471,1712,USA
76472,1432,USA
76474,237,USA
76475,877,USA
76476,3056,USA
76481,196,USA
76483,963,USA
76484,1020,USA
76486,1273,USA
76487,3238,USA
76490,99,USA
76491,387,USA
76501,16987,USA
76502,47297,USA
76504,24682,USA
76511,2451,USA
76513,43698,USA
76518,1220,USA
76519,560,USA
76520,8068,USA
76522,41123,USA
76523,181,USA
76524,2700,USA
76525,1021,USA
76527,4688,USA
76528,18773,USA
76530,2654,USA
76531,4695,USA
76534,2659,USA
76537,10943,USA
76538,952,USA
76539,8960,USA
76541,19641,USA
76542,53312,USA
76543,30545,USA
76544,28404,USA
76548,32714,USA
76549,56199,USA
76550,12840,USA
76554,2139,USA
76556,1503,USA
76557,5318,USA
76559,6354,USA
76561,1062,USA
76565,73,USA
76566,355,USA
76567,9163,USA
76569,2661,USA
76570,2376,USA
76571,8937,USA
76573,26,USA
76574,19366,USA
76577,3262,USA
76578,1817,USA
76579,5120,USA
76596,1159,USA
76597,3233,USA
76598,440,USA
76599,1367,USA
76621,996,USA
76622,1148,USA
76623,208,USA
76624,2487,USA
76626,1662,USA
76627,1687,USA
76628,87,USA
76629,1980,USA
76630,1878,USA
76631,394,USA
76632,1544,USA
76633,5665,USA
76634,7313,USA
76635,1138,USA
76636,1502,USA
76637,485,USA
76638,3130,USA
76639,1621,USA
76640,3063,USA
76641,1761,USA
76642,6641,USA
76643,16044,USA
76645,11274,USA
76648,2520,USA
76649,762,USA
76650,46,USA
76651,3373,USA
76652,1078,USA
76653,1145,USA
76654,132,USA
76655,10227,USA
76656,2229,USA
76657,11444,USA
76660,484,USA
76661,7982,USA
76664,3269,USA
76665,2390,USA
76666,305,USA
76667,10801,USA
76670,1512,USA
76671,1988,USA
76673,1176,USA
76676,315,USA
76678,111,USA
76679,1442,USA
76680,284,USA
76681,520,USA
76682,2798,USA
76685,91,USA
76686,242,USA
76687,1500,USA
76689,3991,USA
76690,1473,USA
76691,6588,USA
76692,10562,USA
76693,1866,USA
76701,1674,USA
76704,7220,USA
76705,31736,USA
76706,39303,USA
76707,16227,USA
76708,28499,USA
76710,24874,USA
76711,9806,USA
76712,27800,USA
76798,2473,USA
76801,25401,USA
76802,5503,USA
76820,104,USA
76821,4618,USA
76823,2784,USA
76824,6,USA
76825,6592,USA
76827,390,USA
76828,175,USA
76831,31,USA
76832,551,USA
76834,4991,USA
76836,54,USA
76837,2313,USA
76841,73,USA
76842,218,USA
76844,3334,USA
76845,183,USA
76848,68,USA
76849,3482,USA
76852,215,USA
76853,1543,USA
76854,377,USA
76856,3574,USA
76857,1829,USA
76858,213,USA
76859,1905,USA
76861,2116,USA
76862,230,USA
76864,707,USA
76865,123,USA
76866,627,USA
76869,52,USA
76870,59,USA
76871,648,USA
76872,602,USA
76873,65,USA
76874,55,USA
76875,604,USA
76877,4374,USA
76878,1492,USA
76880,16,USA
76882,309,USA
76884,117,USA
76885,133,USA
76887,118,USA
76888,117,USA
76890,878,USA
76901,31084,USA
76902,5,USA
76903,32215,USA
76904,36736,USA
76905,13635,USA
76908,1515,USA
76909,195,USA
76930,115,USA
76932,3379,USA
76933,1319,USA
76934,1336,USA
76935,1714,USA
76936,2357,USA
76937,122,USA
76939,28,USA
76940,128,USA
76941,1273,USA
76943,3027,USA
76945,1745,USA
76950,3379,USA
76951,1372,USA
76953,51,USA
76955,137,USA
76957,68,USA
76958,301,USA
77002,19844,USA
77003,11874,USA
77004,37005,USA
77005,28241,USA
77006,24129,USA
77007,42908,USA
77008,36631,USA
77009,36425,USA
77010,883,USA
77011,16841,USA
77012,18397,USA
77013,16815,USA
77014,35161,USA
77015,57106,USA
77016,29966,USA
77017,31659,USA
77018,27870,USA
77019,24136,USA
77020,24846,USA
77021,28055,USA
77022,28748,USA
77023,26780,USA
77024,39565,USA
77025,28510,USA
77026,23405,USA
77027,18987,USA
77028,18701,USA
77029,17044,USA
77030,13221,USA
77031,15678,USA
77032,13497,USA
77033,28369,USA
77034,38186,USA
77035,37417,USA
77036,75870,USA
77037,19569,USA
77038,30483,USA
77039,28740,USA
77040,49524,USA
77041,35958,USA
77042,41177,USA
77043,26281,USA
77044,55665,USA
77045,32411,USA
77046,1742,USA
77047,32088,USA
77048,20536,USA
77049,38788,USA
77050,5004,USA
77051,18323,USA
77053,30350,USA
77054,24419,USA
77055,42766,USA
77056,24115,USA
77057,43669,USA
77058,19442,USA
77059,18568,USA
77060,42707,USA
77061,23398,USA
77062,25095,USA
77063,38298,USA
77064,48243,USA
77065,37144,USA
77066,34443,USA
77067,31729,USA
77068,11764,USA
77069,19299,USA
77070,52943,USA
77071,26949,USA
77072,56271,USA
77073,46071,USA
77074,40199,USA
77075,38873,USA
77076,32349,USA
77077,61302,USA
77078,14855,USA
77079,36404,USA
77080,45428,USA
77081,48293,USA
77082,57493,USA
77083,73763,USA
77084,109808,USA
77085,17785,USA
77086,29366,USA
77087,34654,USA
77088,54320,USA
77089,56994,USA
77090,42285,USA
77091,28020,USA
77092,34903,USA
77093,47736,USA
77094,11150,USA
77095,71206,USA
77096,34510,USA
77098,15717,USA
77099,49849,USA
77204,4280,USA
77301,35923,USA
77302,19384,USA
77303,20974,USA
77304,35969,USA
77306,15127,USA
77316,30598,USA
77318,17518,USA
77320,37325,USA
77326,137,USA
77327,32269,USA
77328,17071,USA
77331,6953,USA
77334,139,USA
77335,1937,USA
77336,14881,USA
77338,45031,USA
77339,43076,USA
77340,35020,USA
77341,0,USA
77342,23,USA
77345,27258,USA
77346,71119,USA
77350,264,USA
77351,37353,USA
77354,40625,USA
77355,29300,USA
77356,32136,USA
77357,30339,USA
77358,4817,USA
77359,679,USA
77360,5603,USA
77362,7007,USA
77363,3820,USA
77364,2312,USA
77365,42086,USA
77367,287,USA
77368,30,USA
77369,736,USA
77371,7870,USA
77372,13306,USA
77373,63413,USA
77374,407,USA
77375,65365,USA
77376,468,USA
77377,39711,USA
77378,17417,USA
77379,84704,USA
77380,27651,USA
77381,35191,USA
77382,37755,USA
77384,23952,USA
77385,27801,USA
77386,66058,USA
77388,51483,USA
77389,41534,USA
77396,61058,USA
77401,17219,USA
77406,58703,USA
77407,74657,USA
77412,57,USA
77414,23416,USA
77415,82,USA
77417,2154,USA
77418,10037,USA
77419,1332,USA
77420,2296,USA
77422,13731,USA
77423,16152,USA
77426,2053,USA
77428,84,USA
77429,94176,USA
77430,2224,USA
77431,84,USA
77432,138,USA
77433,106663,USA
77434,4411,USA
77435,4795,USA
77436,131,USA
77437,17832,USA
77440,60,USA
77441,23111,USA
77442,1151,USA
77443,151,USA
77444,1057,USA
77445,14160,USA
77446,6236,USA
77447,20805,USA
77448,459,USA
77449,128180,USA
77450,72977,USA
77451,495,USA
77453,243,USA
77454,192,USA
77455,1751,USA
77456,1191,USA
77457,426,USA
77458,397,USA
77459,79731,USA
77460,52,USA
77461,11890,USA
77464,501,USA
77465,7137,USA
77466,627,USA
77467,25,USA
77468,20,USA
77469,57925,USA
77470,276,USA
77471,42284,USA
77473,39,USA
77474,14164,USA
77475,718,USA
77476,601,USA
77477,35520,USA
77478,24536,USA
77479,93180,USA
77480,7911,USA
77481,132,USA
77482,2241,USA
77483,226,USA
77484,13449,USA
77485,3657,USA
77486,7488,USA
77488,13861,USA
77489,37257,USA
77493,51774,USA
77494,130872,USA
77498,51472,USA
77502,37495,USA
77503,24956,USA
77504,25728,USA
77505,23584,USA
77506,34431,USA
77507,770,USA
77510,14357,USA
77511,51093,USA
77514,4926,USA
77515,32710,USA
77517,6058,USA
77518,9689,USA
77519,882,USA
77520,38587,USA
77521,65058,USA
77523,27638,USA
77530,35319,USA
77531,15666,USA
77532,34679,USA
77533,980,USA
77534,2998,USA
77535,36494,USA
77536,33693,USA
77538,809,USA
77539,48183,USA
77541,16441,USA
77545,26563,USA
77546,54670,USA
77547,9627,USA
77550,24247,USA
77551,22677,USA
77554,8961,USA
77555,9,USA
77560,960,USA
77561,92,USA
77562,11861,USA
77563,9778,USA
77564,2047,USA
77565,6966,USA
77566,30538,USA
77568,20254,USA
77571,37018,USA
77573,95256,USA
77575,15768,USA
77577,1250,USA
77578,25228,USA
77580,99,USA
77581,49198,USA
77582,262,USA
77583,43113,USA
77584,93062,USA
77585,892,USA
77586,23503,USA
77587,16179,USA
77590,30758,USA
77591,17347,USA
77597,734,USA
77598,25620,USA
77611,9993,USA
77612,9311,USA
77613,1293,USA
77614,468,USA
77615,314,USA
77616,656,USA
77617,125,USA
77619,17349,USA
77622,1384,USA
77623,340,USA
77624,535,USA
77625,8599,USA
77627,23296,USA
77629,868,USA
77630,29317,USA
77632,22487,USA
77640,16618,USA
77642,39017,USA
77650,2304,USA
77651,13705,USA
77655,291,USA
77656,17199,USA
77657,22161,USA
77659,4964,USA
77660,1206,USA
77661,429,USA
77662,25462,USA
77663,1291,USA
77664,2934,USA
77665,7080,USA
77701,13232,USA
77702,2682,USA
77703,13357,USA
77705,37950,USA
77706,29910,USA
77707,17509,USA
77708,12478,USA
77713,14408,USA
77801,15097,USA
77802,25502,USA
77803,30533,USA
77807,13140,USA
77808,15217,USA
77830,2836,USA
77831,3517,USA
77833,29431,USA
77835,2463,USA
77836,11721,USA
77837,1362,USA
77840,55180,USA
77843,8701,USA
77845,70108,USA
77852,40,USA
77853,1116,USA
77855,159,USA
77856,5170,USA
77857,985,USA
77859,7131,USA
77861,2850,USA
77863,64,USA
77864,7243,USA
77865,1571,USA
77866,36,USA
77867,109,USA
77868,16647,USA
77871,3677,USA
77872,1992,USA
77873,1450,USA
77875,63,USA
77876,46,USA
77878,602,USA
77879,4994,USA
77880,1922,USA
77882,45,USA
77901,40062,USA
77904,29646,USA
77905,15282,USA
77950,159,USA
77951,2246,USA
77954,11458,USA
77957,8730,USA
77960,78,USA
77961,161,USA
77962,3425,USA
77963,5184,USA
77964,8233,USA
77968,3398,USA
77969,206,USA
77970,283,USA
77971,829,USA
77973,47,USA
77974,455,USA
77975,1753,USA
77976,68,USA
77977,667,USA
77978,621,USA
77979,16782,USA
77982,968,USA
77983,1732,USA
77984,4490,USA
77986,27,USA
77987,161,USA
77988,353,USA
77990,661,USA
77991,428,USA
77993,166,USA
77994,309,USA
77995,9821,USA
78001,4,USA
78002,8876,USA
78003,9595,USA
78004,518,USA
78005,823,USA
78006,40979,USA
78007,95,USA
78008,224,USA
78009,8715,USA
78010,3357,USA
78011,1943,USA
78012,373,USA
78013,5868,USA
78014,5078,USA
78015,20764,USA
78016,10530,USA
78017,5912,USA
78019,1483,USA
78021,160,USA
78022,4343,USA
78023,30295,USA
78024,1083,USA
78025,5146,USA
78026,6181,USA
78027,478,USA
78028,40789,USA
78029,7,USA
78039,1795,USA
78040,36688,USA
78041,48491,USA
78043,43473,USA
78044,200,USA
78045,65354,USA
78046,71956,USA
78050,583,USA
78052,7443,USA
78055,1574,USA
78056,2116,USA
78057,1220,USA
78058,1304,USA
78059,5724,USA
78061,10569,USA
78062,3,USA
78063,9302,USA
78064,15710,USA
78065,12048,USA
78066,650,USA
78067,613,USA
78069,5803,USA
78070,20618,USA
78071,4124,USA
78072,420,USA
78073,9550,USA
78074,101,USA
78075,103,USA
78076,13033,USA
78101,9104,USA
78102,27289,USA
78104,47,USA
78107,309,USA
78108,44079,USA
78109,52093,USA
78111,10,USA
78112,9591,USA
78113,2253,USA
78114,22178,USA
78116,218,USA
78117,649,USA
78118,4899,USA
78119,7048,USA
78121,15206,USA
78122,354,USA
78123,2291,USA
78124,6860,USA
78125,57,USA
78130,88349,USA
78132,37475,USA
78133,20787,USA
78140,3607,USA
78141,726,USA
78142,119,USA
78143,77,USA
78144,36,USA
78145,83,USA
78146,624,USA
78147,1825,USA
78148,21569,USA
78150,9,USA
78151,1299,USA
78152,3022,USA
78154,41533,USA
78155,51772,USA
78159,793,USA
78160,4528,USA
78161,699,USA
78162,301,USA
78163,13960,USA
78164,3464,USA
78201,42005,USA
78202,11422,USA
78203,5872,USA
78204,11298,USA
78205,2339,USA
78207,51705,USA
78208,3874,USA
78209,42456,USA
78210,33010,USA
78211,29976,USA
78212,26738,USA
78213,40589,USA
78214,22664,USA
78215,3644,USA
78216,40172,USA
78217,33562,USA
78218,36137,USA
78219,16509,USA
78220,17749,USA
78221,39779,USA
78222,25028,USA
78223,55705,USA
78224,21759,USA
78225,12576,USA
78226,7140,USA
78227,46594,USA
78228,56369,USA
78229,33135,USA
78230,42145,USA
78231,8993,USA
78232,35397,USA
78233,49442,USA
78234,7464,USA
78235,2307,USA
78236,9869,USA
78237,36019,USA
78238,26014,USA
78239,31554,USA
78240,56112,USA
78242,33294,USA
78243,235,USA
78244,35801,USA
78245,93031,USA
78247,50876,USA
78248,13825,USA
78249,56996,USA
78250,54933,USA
78251,58836,USA
78252,17156,USA
78253,66589,USA
78254,72791,USA
78255,17775,USA
78256,13643,USA
78257,12173,USA
78258,51073,USA
78259,29842,USA
78260,37037,USA
78261,26971,USA
78263,4995,USA
78264,14705,USA
78266,7534,USA
78330,780,USA
78332,27152,USA
78336,12009,USA
78338,50,USA
78339,625,USA
78340,341,USA
78341,1420,USA
78342,318,USA
78343,4405,USA
78344,278,USA
78347,19,USA
78349,325,USA
78351,578,USA
78352,254,USA
78353,377,USA
78355,6982,USA
78357,2858,USA
78358,1137,USA
78359,1920,USA
78360,22,USA
78361,4842,USA
78362,10238,USA
78363,29391,USA
78368,8726,USA
78369,249,USA
78370,4746,USA
78371,281,USA
78372,5550,USA
78373,3134,USA
78374,20281,USA
78375,3109,USA
78376,307,USA
78377,3547,USA
78379,1624,USA
78380,23386,USA
78382,19432,USA
78383,3757,USA
78384,5653,USA
78385,259,USA
78387,9936,USA
78389,1535,USA
78390,5447,USA
78391,261,USA
78393,2137,USA
78401,4701,USA
78402,625,USA
78404,15339,USA
78405,14151,USA
78406,1185,USA
78407,1649,USA
78408,11023,USA
78409,2570,USA
78410,29545,USA
78411,26150,USA
78412,38783,USA
78413,37531,USA
78414,46972,USA
78415,38722,USA
78416,14103,USA
78417,4482,USA
78418,31787,USA
78419,441,USA
78501,60817,USA
78503,23604,USA
78504,56830,USA
78516,34506,USA
78520,64949,USA
78521,88708,USA
78526,55164,USA
78535,679,USA
78536,322,USA
78537,51962,USA
78538,12278,USA
78539,37686,USA
78540,11,USA
78541,48513,USA
78542,84678,USA
78543,7535,USA
78545,762,USA
78547,413,USA
78548,1296,USA
78549,872,USA
78550,56038,USA
78552,38474,USA
78557,13986,USA
78558,388,USA
78559,12533,USA
78560,4815,USA
78561,768,USA
78562,3081,USA
78563,201,USA
78564,103,USA
78565,319,USA
78566,23704,USA
78567,544,USA
78569,3821,USA
78570,32950,USA
78572,78280,USA
78573,42229,USA
78574,63627,USA
78575,5270,USA
78576,13901,USA
78577,79937,USA
78578,10076,USA
78579,2637,USA
78580,13208,USA
78582,43253,USA
78583,5869,USA
78584,19373,USA
78585,4,USA
78586,50135,USA
78588,168,USA
78589,38987,USA
78590,468,USA
78591,341,USA
78592,765,USA
78593,5541,USA
78594,1796,USA
78595,6304,USA
78596,37329,USA
78597,2479,USA
78598,319,USA
78599,32500,USA
78602,33759,USA
78605,6246,USA
78606,5875,USA
78607,180,USA
78608,519,USA
78609,1827,USA
78610,45134,USA
78611,14839,USA
78612,16265,USA
78613,89279,USA
78614,459,USA
78615,1694,USA
78616,11605,USA
78617,28832,USA
78618,256,USA
78619,5819,USA
78620,20493,USA
78621,27275,USA
78622,340,USA
78623,1670,USA
78624,23080,USA
78626,39935,USA
78628,40378,USA
78629,12046,USA
78631,2698,USA
78632,990,USA
78633,27736,USA
78634,37951,USA
78635,110,USA
78636,3894,USA
78638,2381,USA
78639,8365,USA
78640,64539,USA
78641,83426,USA
78642,20385,USA
78643,6453,USA
78644,20813,USA
78645,14051,USA
78648,8167,USA
78650,1918,USA
78652,5831,USA
78653,31167,USA
78654,19698,USA
78655,2910,USA
78656,2596,USA
78657,6531,USA
78658,69,USA
78659,3911,USA
78660,110955,USA
78661,304,USA
78662,2890,USA
78663,815,USA
78664,60287,USA
78665,61577,USA
78666,86584,USA
78669,12415,USA
78670,106,USA
78671,624,USA
78672,984,USA
78674,287,USA
78675,178,USA
78676,14713,USA
78677,55,USA
78681,57503,USA
78701,11625,USA
78702,25910,USA
78703,22194,USA
78704,49197,USA
78705,36535,USA
78712,351,USA
78717,36987,USA
78719,2004,USA
78721,11316,USA
78722,6618,USA
78723,34522,USA
78724,29680,USA
78725,10301,USA
78726,15618,USA
78727,29928,USA
78728,25555,USA
78729,31829,USA
78730,9403,USA
78731,27240,USA
78732,19128,USA
78733,9347,USA
78734,22963,USA
78735,20983,USA
78736,10165,USA
78737,20996,USA
78738,29529,USA
78739,21854,USA
78741,49344,USA
78742,964,USA
78744,51048,USA
78745,59843,USA
78746,29106,USA
78747,21891,USA
78748,55226,USA
78749,35239,USA
78750,28348,USA
78751,17071,USA
78752,19289,USA
78753,58761,USA
78754,27020,USA
78756,8426,USA
78757,23847,USA
78758,49831,USA
78759,42333,USA
78801,21051,USA
78802,0,USA
78827,863,USA
78828,158,USA
78829,858,USA
78830,509,USA
78832,3127,USA
78833,817,USA
78834,7061,USA
78836,85,USA
78837,216,USA
78838,264,USA
78839,7364,USA
78840,47147,USA
78841,1,USA
78842,0,USA
78843,168,USA
78850,1075,USA
78851,33,USA
78852,56712,USA
78860,237,USA
78861,13298,USA
78870,868,USA
78871,23,USA
78872,1491,USA
78873,1559,USA
78877,936,USA
78879,307,USA
78880,1254,USA
78881,1853,USA
78883,257,USA
